0,0.3447
1,0.2796
2,0.3333
3,0.2776
4,0.2255
5,0.1576
6,0.1659
7,0.1390
8,0.1218
9,0.1181
10,0.1193
11,0.1040
12,0.1272
13,0.1269
14,0.1154
15,0.1185
16,0.1294
17,0.1231
18,0.1193
19,0.1284
20,0.1297
21,0.1230
22,0.1029
23,0.1087
24,0.0977
25,0.0753
26,0.0861
27,0.0850
28,0.0616
29,0.0556
30,0.0463
31,0.0676
32,0.0365
33,0.0349
34,0.0284
35,0.0377
36,0.0254
37,0.0266
38,0.0413
39,0.0259
40,0.0396
41,0.0352
42,0.0333
43,0.0221
44,0.0207
45,0.0343
46,0.0116
47,0.0380
48,0.0293
49,0.0364
50,0.0176
51,0.0301
52,0.0137
53,0.0160
54,0.0206
55,0.0152
56,0.0188
57,0.0333
58,0.0167
59,0.0159
60,0.0329
61,0.0133
62,0.0305
63,0.0170
64,0.0371
65,0.0073
66,0.0380
67,0.0207
68,0.0164
69,0.0384
70,0.0175
71,0.0195
72,0.0063
73,0.0114
74,0.0082
75,0.0264
76,0.0076
77,0.0158
78,0.0135
79,0.0105
80,0.0029
81,0.0239
82,0.0140
83,0.0332
84,0.0258
85,0.0137
86,0.0030
87,0.0337
88,0.0195
89,0.0234
90,0.0184
91,0.0296
92,0.0173
93,0.0208
94,0.0213
95,0.0151
96,0.0152
97,0.0034
98,0.0179
99,0.0118
100,0.0243
101,0.0071
102,0.0028
103,0.0005
104,0.0164
105,0.0173
106,0.0260
107,0.0132
108,0.0260
109,0.0109
110,0.0171
111,0.0115
112,0.0209
113,0.0024
114,0.0151
115,0.0225
116,0.0069
117,0.0109
118,0.0208
119,0.0083
120,0.0169
121,0.0279
122,0.0044
123,0.0238
124,0.0156
125,0.0135
126,0.0060
127,0.0280
128,0.0048
129,0.0066
130,0.0089
131,0.0188
132,0.0297
133,0.0124
134,0.0295
135,0.0050
136,0.0229
137,0.0299
138,0.0016
139,0.0143
140,0.0135
141,0.0308
142,0.0062
143,0.0332
144,0.0272
145,0.0043
146,0.0039
147,0.0360
148,0.0067
149,0.0172
150,0.0152
151,0.0137
152,0.0195
153,0.0129
154,0.0161
155,0.0072
156,0.0039
157,0.0392
158,0.0042
159,0.0087
160,0.0169
161,0.0261
162,0.0154
163,0.0232
164,0.0179
165,0.0047
166,0.0274
167,0.0049
168,0.0310
169,0.0075
170,0.0170
171,0.0024
172,0.0251
173,0.0188
174,0.0230
175,0.0207
176,0.0082
177,0.0201
178,0.0235
179,0.0183
180,0.0104
181,0.0130
182,0.0157
183,0.0262
184,0.0126
185,0.0233
186,0.0193
187,0.0163
188,0.0092
189,0.0352
190,0.0033
191,0.0245
192,0.0152
193,0.0115
194,0.0111
195,0.0235
196,0.0166
197,0.0149
198,0.0209
199,0.0011
200,0.0125
201,0.0414
202,0.0021
203,0.0279
204,0.0003
205,0.0154
206,0.0086
207,0.0140
208,0.0373
209,0.0084
210,0.0204
211,0.0174
212,0.0172
213,0.0097
214,0.0076
215,0.0122
216,0.0202
217,0.0351
218,0.0135
219,0.0257
220,0.0222
221,0.0220
222,0.0188
223,0.0035
224,0.0084
225,0.0404
226,0.0227
227,0.0150
228,0.0156
229,0.0254
230,0.0255
231,0.0069
232,0.0150
233,0.0105
234,0.0033
235,0.0194
236,0.0076
237,0.0130
238,0.0338
239,0.0184
240,0.0151
241,0.0189
242,0.0138
243,0.0172
244,0.0177
245,0.0282
246,0.0098
247,0.0028
248,0.0204
249,0.0163
250,0.0092
251,0.0155
252,0.0214
253,0.0058
254,0.0034
255,0.0221
256,0.0181
257,0.0046
258,0.0171
259,0.0089
260,0.0209
261,0.0178
262,0.0082
263,0.0161
264,0.0118
265,0.0143
266,0.0186
267,0.0250
268,0.0171
269,0.0349
270,0.0153
271,0.0318
272,0.0197
273,0.0193
274,0.0150
275,0.0012
276,0.0152
277,0.0097
278,0.0266
279,0.0292
280,0.0090
281,0.0124
282,0.0137
283,0.0173
284,0.0222
285,0.0183
286,0.0059
287,0.0035
288,0.0152
289,0.0161
290,0.0344
291,0.0179
292,0.0139
293,0.0057
294,0.0139
295,0.0006
296,0.0139
297,0.0008
298,0.0155
299,0.0093
300,0.0120
301,0.0090
302,0.0011
303,0.0133
304,0.0234
305,0.0223
306,0.0241
307,0.0275
308,0.0118
309,0.0035
310,0.0230
311,0.0392
312,0.0088
313,0.0355
314,0.0110
315,0.0385
316,0.0156
317,0.0235
318,0.0136
319,0.0205
320,0.0208
321,0.0147
322,0.0192
323,0.0247
324,0.0156
325,0.0041
326,0.0092
327,0.0166
328,0.0004
329,0.0107
330,0.0320
331,0.0062
332,0.0169
333,0.0023
334,0.0057
335,0.0223
336,0.0186
337,0.0112
338,0.0155
339,0.0151
340,0.0272
341,0.0099
342,0.0090
343,0.0022
344,0.0228
345,0.0165
346,0.0106
347,0.0208
348,0.0012
349,0.0253
350,0.0054
351,0.0078
352,0.0253
353,0.0021
354,0.0147
355,0.0154
356,0.0203
357,0.0171
358,0.0171
359,0.0100
360,0.0224
361,0.0168
362,0.0377
363,0.0090
364,0.0124
365,0.0114
366,0.0132
367,0.0177
368,0.0293
369,0.0131
370,0.0235
371,0.0020
372,0.0113
373,0.0050
374,0.0178
375,0.0163
376,0.0227
377,0.0219
378,0.0151
379,0.0145
380,0.0157
381,0.0041
382,0.0062
383,0.0234
384,0.0158
385,0.0162
386,0.0354
387,0.0012
388,0.0162
389,0.0278
390,0.0084
391,0.0140
392,0.0214
393,0.0146
394,0.0230
395,0.0202
396,0.0110
397,0.0012
398,0.0196
399,0.0325
400,0.0068
401,0.0474
402,0.0194
403,0.0273
404,0.0394
405,0.0156
406,0.0259
407,0.0336
408,0.0045
409,0.0053
410,0.0135
411,0.0068
412,0.0203
413,0.0133
414,0.0050
415,0.0148
416,0.0200
417,0.0033
418,0.0254
419,0.0145
420,0.0200
421,0.0207
422,0.0080
423,0.0223
424,0.0132
425,0.0185
426,0.0164
427,0.0138
428,0.0114
429,0.0207
430,0.0107
431,0.0022
432,0.0096
433,0.0127
434,0.0093
435,0.0401
436,0.0100
437,0.0081
438,0.0011
439,0.0287
440,0.0015
441,0.0264
442,0.0156
443,0.0170
444,0.0260
445,0.0111
446,0.0372
447,0.0286
448,0.0238
449,0.0153
450,0.0227
451,0.0235
452,0.0222
453,0.0034
454,0.0243
455,0.0152
456,0.0067
457,0.0119
458,0.0240
459,0.0159
460,0.0233
461,0.0141
462,0.0150
463,0.0206
464,0.0192
465,0.0168
466,0.0241
467,0.0168
468,0.0248
469,0.0171
470,0.0236
471,0.0043
472,0.0143
473,0.0172
474,0.0241
475,0.0321
476,0.0017
477,0.0163
478,0.0008
479,0.0317
480,0.0081
481,0.0092
482,0.0116
483,0.0092
484,0.0020
485,0.0090
486,0.0256
487,0.0290
488,0.0113
489,0.0155
490,0.0239
491,0.0187
492,0.0193
493,0.0226
494,0.0339
495,0.0207
496,0.0211
497,0.0107
498,0.0249
499,0.0279
500,0.0017
501,0.0019
502,0.0125
503,0.0214
504,0.0229
505,0.0247
506,0.0186
507,0.0193
508,0.0106
509,0.0200
510,0.0137
511,0.0248
512,0.0152
513,0.0325
514,0.0025
515,0.0260
516,0.0102
517,0.0395
518,0.0033
519,0.0216
520,0.0251
521,0.0113
522,0.0094
523,0.0097
524,0.0258
525,0.0345
526,0.0091
527,0.0232
528,0.0184
529,0.0115
530,0.0211
531,0.0234
532,0.0189
533,0.0082
534,0.0199
535,0.0011
536,0.0189
537,0.0091
538,0.0250
539,0.0055
540,0.0223
541,0.0165
542,0.0154
543,0.0342
544,0.0079
545,0.0140
546,0.0115
547,0.0096
548,0.0145
549,0.0148
550,0.0107
551,0.0246
552,0.0295
553,0.0085
554,0.0146
555,0.0173
556,0.0184
557,0.0258
558,0.0201
559,0.0227
